0	0.0105	6	models/bert/pandas_0/dpr_biencoder.0.105
0	0.021	8	models/bert/pandas_0/dpr_biencoder.0.210
0	0.0315	10	models/bert/pandas_0/dpr_biencoder.0.315
0	0.042	14	models/bert/pandas_0/dpr_biencoder.0.420
0	0.0525	13	models/bert/pandas_0/dpr_biencoder.0.525
0	0.063	11	models/bert/pandas_0/dpr_biencoder.0.630
0	0.0735	8	models/bert/pandas_0/dpr_biencoder.0.735
0	0.084	10	models/bert/pandas_0/dpr_biencoder.0.840
0	0.0945	14	models/bert/pandas_0/dpr_biencoder.0.945
0	0.105	12	models/bert/pandas_0/dpr_biencoder.0.1050
0	0.1155	19	models/bert/pandas_0/dpr_biencoder.0.1155
0	0.126	25	models/bert/pandas_0/dpr_biencoder.0.1260
0	0.1267	25	models/bert/pandas_0/dpr_biencoder.0.1267
0	1.0105	15	models/bert/pandas_0/dpr_biencoder.1.105
0	1.021	7	models/bert/pandas_0/dpr_biencoder.1.210
0	1.0315	8	models/bert/pandas_0/dpr_biencoder.1.315
0	1.042	8	models/bert/pandas_0/dpr_biencoder.1.420
0	1.0525	7	models/bert/pandas_0/dpr_biencoder.1.525
0	1.063	7	models/bert/pandas_0/dpr_biencoder.1.630
0	1.0735	13	models/bert/pandas_0/dpr_biencoder.1.735
0	1.084	14	models/bert/pandas_0/dpr_biencoder.1.840
0	1.0945	13	models/bert/pandas_0/dpr_biencoder.1.945
0	1.105	16	models/bert/pandas_0/dpr_biencoder.1.1050
0	1.1155	14	models/bert/pandas_0/dpr_biencoder.1.1155
0	1.126	23	models/bert/pandas_0/dpr_biencoder.1.1260
0	1.1267	23	models/bert/pandas_0/dpr_biencoder.1.1267
0	2.0105	19	models/bert/pandas_0/dpr_biencoder.2.105
0	2.021	24	models/bert/pandas_0/dpr_biencoder.2.210
0	2.0315	25	models/bert/pandas_0/dpr_biencoder.2.315
0	2.042	22	models/bert/pandas_0/dpr_biencoder.2.420
0	2.0525	29	models/bert/pandas_0/dpr_biencoder.2.525
0	2.063	29	models/bert/pandas_0/dpr_biencoder.2.630
0	2.0735	31	models/bert/pandas_0/dpr_biencoder.2.735
0	2.084	36	models/bert/pandas_0/dpr_biencoder.2.840
0	2.0945	51	models/bert/pandas_0/dpr_biencoder.2.945
0	2.105	47	models/bert/pandas_0/dpr_biencoder.2.1050
0	2.1155	33	models/bert/pandas_0/dpr_biencoder.2.1155
0	2.126	45	models/bert/pandas_0/dpr_biencoder.2.1260
0	2.1267	45	models/bert/pandas_0/dpr_biencoder.2.1267
0	3.0105	30	models/bert/pandas_0/dpr_biencoder.3.105
0	3.021	29	models/bert/pandas_0/dpr_biencoder.3.210
0	3.0315	28	models/bert/pandas_0/dpr_biencoder.3.315
0	3.042	41	models/bert/pandas_0/dpr_biencoder.3.420
0	3.0525	35	models/bert/pandas_0/dpr_biencoder.3.525
0	3.063	48	models/bert/pandas_0/dpr_biencoder.3.630
0	3.0735	44	models/bert/pandas_0/dpr_biencoder.3.735
0	3.084	50	models/bert/pandas_0/dpr_biencoder.3.840
0	3.0945	46	models/bert/pandas_0/dpr_biencoder.3.945
0	3.105	48	models/bert/pandas_0/dpr_biencoder.3.1050
0	3.1155	58	models/bert/pandas_0/dpr_biencoder.3.1155
0	3.126	49	models/bert/pandas_0/dpr_biencoder.3.1260
0	3.1267	49	models/bert/pandas_0/dpr_biencoder.3.1267
0	4.0105	61	models/bert/pandas_0/dpr_biencoder.4.105
0	4.021	46	models/bert/pandas_0/dpr_biencoder.4.210
0	4.0315	45	models/bert/pandas_0/dpr_biencoder.4.315
0	4.042	46	models/bert/pandas_0/dpr_biencoder.4.420
0	4.0525	51	models/bert/pandas_0/dpr_biencoder.4.525
0	4.063	60	models/bert/pandas_0/dpr_biencoder.4.630
0	4.0735	60	models/bert/pandas_0/dpr_biencoder.4.735
0	4.084	65	models/bert/pandas_0/dpr_biencoder.4.840
